TEST_AGE,CERT_GBN,TEST_SEX,ITEM_F001,ITEM_F002
66,하,F,146.7,66.2
24,하,F,155.9,53.2
23,하,M,177.6,74.3
58,하,M,160.5,82.54
20,하,M,149.9,52.4
64,하,F,156.9,63.32
22,하,F,162.1,64.3
23,하,F,160.7,48.3
20,하,F,163.9,66.6
19,하,F,157.4,54.2
65,하,F,152.0,62.0
55,하,F,162.5,53.1
48,하,F,154.2,70.3
65,하,F,156.0,59.7
45,하,F,155.3,62.8
61,하,F,150.0,52.6
54,하,M,161.0,60.7
27,하,F,163.1,49.08
63,하,F,156.0,56.9
46,하,F,155.5,58.1
38,중,F,159.8,51.6
74,하,M,171.6,84.6
71,하,M,174.3,98.3
35,하,M,173.6,74.6
73,하,F,157.0,68.4
73,하,F,145.5,83.3
36,하,F,165.8,68.0
48,하,M,162.0,61.58
20,하,M,181.1,71.5
20,하,M,177.6,66.2
81,하,F,152.5,62.3
20,하,F,163.8,98.2
19,하,M,180.5,79.1
19,하,M,168.5,50.4
70,중,F,150.1,58.82
22,하,M,154.2,70.5
49,하,M,169.4,70.7
66,하,M,163.6,67.72
20,하,F,158.8,97.8
52,하,F,147.4,56.9
65,하,M,161.1,49.9
20,하,M,165.0,69.1
63,하,M,163.0,60.3
28,하,M,178.5,88.0
20,하,M,164.7,66.5
68,하,M,166.0,63.5
23,하,M,172.7,76.6
27,하,F,163.0,52.3
23,하,M,176.0,72.6
55,하,M,177.0,65.0
20,하,F,159.8,54.1
23,하,M,171.4,60.7
20,하,M,172.4,71.4
56,하,F,150.2,55.4
42,하,F,162.0,50.1
41,하,F,156.0,43.2
48,하,M,167.5,63.8
22,하,M,168.3,53.4
73,하,F,153.7,54.7
21,하,M,180.0,95.9
20,하,M,174.2,60.6
21,하,M,164.9,73.2
20,하,M,174.2,68.5
55,하,F,160.7,50.04
20,하,M,174.0,55.7
59,하,M,173.3,67.5
34,하,F,168.8,61.3
20,하,M,179.2,84.7
63,하,F,155.6,70.8
20,하,M,179.6,67.2
33,하,F,168.2,52.3
22,하,M,161.0,53.3
24,하,M,157.0,61.0
20,하,F,160.1,50.1
15,하,F,161.3,57.7
13,하,M,165.8,46.1
30,하,M,176.6,78.4
30,하,F,159.1,42.2
22,하,M,160.0,61.0
20,하,M,176.0,69.9
68,하,F,149.0,62.7
87,중,F,149.0,51.4
74,중,F,150.4,64.3
20,하,M,167.5,57.5
50,하,F,163.5,56.2
23,하,M,177.0,70.2
23,하,M,169.0,60.0
20,하,F,161.5,69.7
32,하,M,176.3,72.5
76,하,F,149.8,58.3
20,하,M,163.0,50.0
20,하,M,176.0,65.5
13,하,F,157.3,51.3
20,하,M,185.0,120.84
20,하,M,179.8,72.28
20,하,M,174.8,82.0
20,하,F,159.0,47.2
20,하,F,156.0,59.6
69,하,F,145.5,55.3
83,하,F,151.5,45.5
65,중,F,157.1,51.12
40,중,F,155.2,58.7
40,하,F,163.1,69.2
31,하,M,169.9,65.5
67,하,F,156.4,62.28
61,하,M,172.3,64.8
60,하,F,150.5,49.8
45,하,F,154.8,59.9
37,중,F,166.0,53.8
20,하,M,173.0,70.4
66,하,F,145.5,52.3
66,하,F,156.1,52.4
67,하,F,156.4,50.2
19,하,F,150.9,47.32
53,하,F,154.1,65.0
62,하,F,148.2,68.5
32,하,M,167.0,75.0
43,하,F,162.6,56.6
41,하,F,158.7,53.3
33,하,M,180.7,85.5
46,하,F,157.5,46.1
44,하,M,172.7,68.4
20,하,F,176.2,111.9
22,하,F,164.0,80.0
56,하,F,151.9,52.32
56,중,M,167.0,74.4
40,하,M,169.0,78.0
73,하,M,162.5,65.82
68,하,F,149.1,55.04
75,하,F,154.6,69.6
61,하,F,153.5,56.4
70,하,F,148.5,52.6
21,하,M,171.8,70.1
24,하,M,184.5,86.5
21,하,M,179.0,83.6
23,상,F,167.5,51.6
21,하,F,156.8,50.1
19,하,M,170.1,64.0
19,중,F,166.5,62.9
22,하,F,151.5,51.4
64,하,M,161.7,59.94
21,하,F,167.8,60.1
21,하,M,172.4,65.0
43,중,M,177.8,80.5
14,하,F,154.0,42.9
14,하,M,169.3,55.0
75,하,F,150.0,60.7
24,하,M,175.0,68.2
60,상,M,171.0,63.5
74,하,M,161.2,66.86
67,하,F,147.6,58.1
48,하,F,159.5,68.2
24,하,F,164.1,49.84
61,중,F,155.2,58.78
19,하,M,173.4,69.1
35,하,F,158.0,47.0
24,하,F,160.0,54.0
60,하,F,153.1,52.82
35,하,F,160.8,64.0
61,하,F,153.7,53.52
24,중,F,159.4,47.5
57,하,M,177.0,84.1
51,하,M,157.0,71.9
56,하,M,173.0,84.6
62,하,F,162.6,51.6
28,하,M,172.4,78.56
60,하,F,153.9,59.8
13,하,F,155.0,41.8
22,하,F,163.8,48.88
43,하,F,164.8,54.4
72,하,F,155.1,54.3
68,중,F,154.5,58.5
72,하,F,159.0,59.6
63,하,F,158.7,64.98
74,하,F,159.1,62.0
63,하,F,158.1,58.0
70,하,F,162.9,62.4
68,하,F,165.0,81.2
60,하,F,160.3,56.7
58,하,F,156.0,83.1
63,하,F,156.6,53.96
13,하,F,161.4,50.2
48,하,F,152.6,62.5
49,하,M,165.4,50.7
58,하,F,160.0,57.0
21,하,F,163.0,64.9
59,하,F,151.0,51.5
50,하,F,148.0,48.8
48,하,F,160.2,63.8
62,하,F,155.0,50.0
37,하,F,163.8,64.4
42,하,F,163.5,53.8
65,하,F,157.0,61.8
58,하,F,153.0,52.8
40,하,F,162.0,55.0
53,하,F,160.0,59.1
51,하,F,155.9,60.8
56,하,F,154.9,63.3
51,중,F,161.7,60.9
64,하,F,149.6,74.0
25,중,F,162.7,43.2
28,하,M,175.1,67.1
13,하,M,166.0,55.6
65,하,F,145.0,54.5
35,하,M,172.9,92.0
37,상,M,170.1,66.66
65,하,F,154.5,63.1
68,하,M,157.0,62.3
71,하,F,158.1,60.45
77,하,F,151.0,41.0
82,하,M,158.0,57.0
58,하,F,150.0,54.6
22,하,F,168.0,52.34
41,하,F,166.4,63.7
43,하,F,156.8,45.8
75,하,F,158.0,50.0
35,하,F,161.5,79.5
53,하,M,164.0,66.3
80,하,M,161.0,54.0
19,하,M,180.0,71.0
47,하,F,161.5,51.0
54,하,M,179.6,74.0
20,하,F,162.1,47.6
45,하,F,156.0,60.0
65,상,F,154.1,59.24
63,하,F,156.8,58.3
66,상,F,155.0,50.5
19,하,F,162.4,48.3
43,하,F,164.0,62.0
60,하,M,166.1,64.3
39,하,M,175.3,74.8
37,상,F,161.0,61.4
41,하,M,182.5,88.5
52,하,F,153.0,61.7
43,하,M,164.1,72.1
40,하,F,147.0,46.0
43,하,M,174.1,70.2
49,하,F,163.0,59.4
25,하,F,159.9,47.6
58,하,F,164.3,70.8
24,하,F,159.0,41.8
34,하,F,163.5,55.9
67,중,F,152.8,42.5
38,상,F,159.2,43.2
35,하,M,177.3,78.36
44,하,F,157.6,71.8
24,하,M,169.3,60.8
37,중,F,153.2,48.1
50,상,F,151.2,51.3
22,하,M,173.9,66.46
17,하,M,177.1,72.0
43,중,M,167.8,63.5
28,하,M,183.2,88.56
34,상,M,171.8,71.0
31,상,F,167.0,62.9
57,하,M,156.5,60.0
78,중,M,167.0,57.0
50,하,M,164.7,73.0
64,하,M,169.5,71.3
50,하,F,159.0,69.4
37,하,F,154.0,49.5
18,하,M,175.0,79.1
42,하,F,161.9,69.3
20,하,F,155.7,64.5
19,하,F,159.7,49.0
47,하,F,153.4,52.2
39,하,F,157.7,55.8
44,하,F,161.7,45.0
66,상,F,160.6,57.24
43,하,M,176.5,77.7
44,상,F,160.0,58.7
59,하,F,161.6,64.36
26,하,F,171.2,61.04
90,하,F,149.8,46.9
83,하,F,146.7,52.6
85,하,F,152.2,66.6
57,하,F,154.2,53.5
22,하,M,178.5,87.2
67,하,F,155.9,61.82
43,하,M,172.5,64.2
15,하,M,161.0,41.4
39,하,F,162.0,56.6
43,하,M,167.0,72.7
36,하,F,159.0,52.7
41,하,F,151.5,67.5
62,하,M,166.0,65.3
42,하,F,156.0,51.4
46,하,F,157.0,49.9
52,하,M,169.0,77.2
18,하,M,171.0,67.4
18,하,M,181.0,66.6
33,하,F,165.0,56.1
23,하,M,160.6,52.2
42,하,F,160.0,48.78
52,중,F,156.2,51.5
43,하,F,154.0,80.2
45,하,M,156.9,73.3
19,하,F,158.0,47.0
38,하,F,160.4,52.84
42,하,F,157.2,59.7
15,하,M,179.9,69.8
66,하,F,152.4,55.4
48,하,F,159.1,66.7
19,하,F,164.2,71.96
14,하,F,155.6,44.0
34,하,M,181.5,75.84
24,하,F,167.7,61.64
70,하,F,143.8,47.7
27,하,F,154.9,74.6
14,하,F,166.8,44.5
13,하,F,154.8,62.0
49,하,F,160.5,59.3
64,하,M,156.4,77.04
39,하,F,157.9,63.2
20,하,M,148.7,56.0
22,하,M,154.1,52.5
20,하,M,156.4,58.4
20,하,M,156.6,61.2
32,하,F,160.8,51.22
67,상,F,157.0,50.44
22,상,F,160.0,57.5
49,중,F,157.4,61.4
23,하,M,171.4,80.7
19,하,F,157.0,40.6
19,하,F,167.0,60.0
34,하,F,161.6,63.8
39,상,M,181.9,87.2
35,하,M,174.3,86.9
25,중,F,156.1,49.0
40,상,F,177.0,68.2
32,중,M,173.6,75.0
38,하,F,173.4,70.1
35,하,M,172.2,83.0
14,하,F,158.8,52.2
22,하,M,166.3,59.8
24,하,M,172.8,89.3
43,하,F,160.4,49.6
29,하,F,175.3,67.4
24,하,M,183.1,77.6
22,하,F,171.3,75.5
14,중,M,173.9,55.8
20,하,F,153.0,57.7
78,중,F,158.3,61.6
65,하,F,142.7,51.8
66,하,F,150.7,64.8
55,중,M,148.0,47.9
72,하,F,165.2,70.8
47,하,F,151.6,57.1
20,하,F,161.1,59.9
20,하,F,158.6,53.7
19,하,F,154.3,50.8
22,중,F,166.5,59.2
20,하,F,165.2,56.5
20,하,F,162.2,43.2
23,하,M,176.1,76.3
24,하,M,183.5,74.8
22,중,F,165.0,54.4
24,하,M,177.5,73.7
24,하,M,176.5,80.2
22,중,F,157.6,47.1
28,하,F,159.0,45.0
24,하,M,176.0,63.8
73,하,F,155.3,72.0
45,하,F,169.0,65.5
25,중,F,164.7,54.6
62,하,F,150.2,48.0
38,하,F,156.0,52.4
78,하,F,142.1,53.2
65,상,F,145.0,39.5
67,상,F,157.2,60.6
26,하,F,162.9,62.1
37,중,F,158.6,59.7
53,하,F,156.6,60.7
25,하,F,158.8,43.24
51,하,F,168.8,76.5
21,하,F,167.4,51.42
34,중,M,172.9,64.06
68,하,F,151.8,59.2
27,하,F,161.5,48.4
23,하,M,172.0,64.0
14,하,M,170.0,70.8
14,하,M,171.0,52.2
20,상,F,158.0,49.5
59,하,F,155.4,58.0
22,하,M,165.8,46.9
59,하,F,155.2,65.5
36,하,F,169.0,84.0
79,하,M,170.0,80.5
54,하,F,155.9,60.2
51,하,F,153.2,60.0
53,하,F,161.5,72.4
58,하,F,135.7,51.7
48,하,F,155.3,47.6
25,중,F,164.1,51.4
34,하,F,162.8,64.6
49,하,M,164.6,76.5
45,하,F,163.7,59.7
46,하,F,161.3,49.9
53,하,F,165.4,51.2
52,하,M,179.5,111.76
48,하,F,151.7,44.2
50,하,F,152.0,50.0
56,하,F,151.0,53.0
54,하,F,169.8,83.1
21,하,F,149.5,41.6
47,하,F,159.0,59.4
60,하,F,155.0,60.7
59,하,F,156.0,64.4
19,하,M,177.8,56.9
47,하,F,155.0,60.3
37,하,F,158.5,75.79
55,하,F,158.2,58.6
30,하,F,148.0,49.6
14,하,M,150.2,53.8
63,하,M,167.5,63.8
64,하,F,148.0,46.5
20,하,M,178.0,72.8
23,하,F,159.0,63.4
69,하,F,152.6,61.2
51,하,F,155.8,62.3
25,하,F,163.5,49.2
47,하,F,157.2,62.1
36,하,M,171.0,59.0
38,하,F,158.1,53.52
41,하,F,165.8,70.0
59,하,F,161.1,63.0
14,하,M,165.0,60.4
55,하,F,150.7,48.9
51,하,M,177.5,75.7
53,하,F,148.3,58.2
33,상,M,178.6,84.1
24,하,M,167.2,86.8
22,하,F,169.0,60.1
26,상,M,175.0,65.0
28,상,F,164.0,51.56
36,하,M,170.4,67.5
35,중,M,173.2,81.8
25,하,M,160.8,62.22
46,하,F,163.3,62.9
65,하,M,175.9,111.1
35,하,M,174.6,82.72
61,하,F,152.0,52.4
44,하,F,155.2,66.8
43,중,F,157.0,60.9
39,하,F,158.6,52.8
45,하,F,164.2,60.7
18,하,M,176.5,59.3
45,하,M,143.3,40.3
23,하,M,169.5,82.1
20,하,M,171.6,72.4
21,하,F,166.1,105.8
18,하,M,171.0,80.0
56,하,F,160.9,62.5
32,하,F,160.8,54.2
19,하,M,181.7,97.0
24,하,F,163.1,53.8
19,하,F,163.6,61.2
35,하,F,161.1,46.48
46,하,F,156.0,57.1
43,하,F,151.0,48.3
53,중,F,165.1,55.1
56,하,F,154.8,52.0
76,상,M,167.0,53.7
21,하,M,171.8,66.4
22,하,M,170.0,60.1
22,하,M,175.9,72.5
76,하,F,141.0,50.3
21,하,M,168.0,69.9
21,하,M,176.0,63.9
21,하,M,181.7,70.4
23,하,F,168.4,64.5
22,하,M,182.0,77.9
21,하,M,182.0,90.9
14,하,M,160.0,64.7
34,중,F,165.9,53.5
34,하,F,164.3,62.0
49,중,F,159.7,55.7
49,상,F,145.5,46.4
37,하,F,164.0,55.3
41,하,M,177.3,98.2
20,하,M,174.5,76.24
71,하,F,150.8,43.3
83,중,M,166.6,58.66
77,중,M,161.7,67.88
82,중,F,149.5,55.2
84,하,F,144.9,54.7
83,하,F,147.2,62.6
87,하,F,137.2,46.0
25,하,M,149.3,47.3
71,중,M,169.0,60.4
31,하,F,156.1,62.5
14,하,F,152.0,49.7
24,하,M,176.3,71.3
41,하,F,154.9,56.7
24,하,M,169.1,54.1
38,하,F,157.6,49.3
18,하,M,173.6,68.7
44,하,F,163.2,63.0
29,하,M,177.0,82.94
20,하,M,172.3,54.5
38,중,M,175.6,75.3
41,하,F,168.1,57.9
29,하,M,169.8,75.5
57,하,F,158.5,59.8
15,하,M,181.0,61.4
45,상,F,156.1,53.8
44,중,F,151.4,65.8
66,하,F,162.4,81.1
70,하,F,152.4,55.8
70,하,F,151.2,61.7
64,하,F,157.0,58.6
64,하,F,148.0,52.6
60,하,F,158.6,61.5
58,하,F,155.0,60.7
17,하,M,182.0,60.7
39,하,M,161.7,79.98
57,하,M,167.9,71.3
57,상,M,173.1,70.8
14,하,M,148.0,38.1
14,하,F,159.0,58.5
69,하,F,154.7,62.6
46,하,M,176.0,77.6
47,하,M,167.0,85.3
48,하,M,166.7,59.0
53,하,F,160.1,62.8
18,하,M,182.5,61.0
18,하,M,179.4,80.4
13,하,M,158.0,64.1
67,하,M,165.2,58.5
13,하,M,155.0,69.3
14,하,F,162.5,57.2
14,하,F,157.5,53.7
14,하,F,157.2,39.9
47,하,F,158.8,57.48
40,하,F,163.4,50.8
50,하,F,161.2,57.5
28,하,M,174.9,83.2
64,중,F,156.5,52.5
36,하,F,162.0,63.3
13,하,F,157.0,50.1
13,하,M,151.0,45.0
14,하,F,159.4,55.8
65,하,F,162.0,67.0
39,하,F,157.4,60.5
78,하,F,152.0,62.0
60,하,F,161.0,63.8
33,하,F,158.5,55.1
47,하,F,160.0,54.4
19,하,F,163.1,60.6
69,하,F,151.0,59.92
19,하,M,164.0,65.7
42,하,F,154.0,48.7
77,하,M,163.0,61.2
43,하,M,184.0,92.0
38,하,M,171.7,70.2
31,하,F,164.0,56.2
15,하,M,185.0,60.4
15,하,M,185.1,68.3
13,하,M,166.6,52.5
36,하,M,169.7,67.3
14,하,M,164.0,59.4
56,하,M,160.0,73.9
70,상,F,162.5,63.5
61,하,M,182.0,95.5
18,하,M,171.5,75.34
63,하,F,155.2,57.5
18,하,M,171.4,81.2
18,하,M,174.4,96.7
20,하,F,163.6,53.1
15,하,F,155.7,51.9
15,하,M,171.0,79.4
74,중,F,161.0,55.8
58,하,M,166.0,59.2
52,하,F,155.6,49.2
19,하,F,172.0,60.98
26,중,F,159.0,60.9
13,하,F,151.7,48.0
47,하,F,156.8,67.96
71,하,F,152.5,68.4
48,하,M,163.8,78.1
20,하,F,164.2,66.9
84,하,F,142.5,53.9
20,하,M,178.3,83.0
69,하,F,155.0,56.0
22,하,M,168.1,67.6
19,하,M,172.4,70.98
14,하,M,165.4,56.2
13,하,F,161.2,55.9
15,중,M,162.1,54.5
13,하,M,156.2,69.0
13,하,F,156.2,50.6
13,하,M,153.5,51.0
14,하,M,171.2,73.9
14,하,F,148.5,55.7
14,하,F,154.6,46.9
64,중,F,154.4,55.6
57,하,F,156.2,57.5
15,하,M,158.2,45.1
15,하,M,167.3,69.4
15,하,M,171.3,58.0
14,하,F,153.8,44.6
14,하,M,167.1,53.0
13,하,M,162.9,63.6
13,하,M,142.0,28.1
13,하,M,160.7,52.4
39,하,F,163.5,49.5
13,하,F,162.9,54.9
42,하,F,170.7,66.74
39,하,F,163.5,54.22
58,중,F,156.2,50.0
51,중,F,160.7,59.1
32,하,F,155.4,49.86
15,중,M,181.1,66.3
15,하,F,148.8,47.8
13,하,F,158.6,42.5
13,하,F,157.0,54.3
13,하,F,157.0,38.8
66,중,F,156.0,64.6
25,하,M,169.5,62.6
59,하,F,160.0,58.9
55,상,M,168.3,60.0
21,중,F,158.0,71.1
24,하,M,171.4,118.9
36,하,F,156.5,43.9
56,상,F,152.9,50.88
13,하,F,159.9,60.8
32,하,F,162.3,53.26
13,하,F,152.6,44.0
50,하,M,162.5,65.2
14,하,M,167.3,51.5
26,하,F,164.5,60.01
39,하,M,163.5,64.3
39,하,F,161.0,69.2
13,하,M,159.9,40.1
23,하,M,172.0,75.1
62,하,F,146.1,54.9
14,하,F,149.0,38.9
13,하,M,149.0,57.1
14,하,M,154.0,36.1
14,하,F,161.0,61.2
13,하,M,143.0,36.6
14,하,M,164.0,58.3
42,하,F,157.5,75.9
54,하,F,148.0,56.1
25,하,M,173.1,72.2
40,하,F,159.9,50.2
13,중,F,152.0,42.5
14,하,M,169.0,73.0
53,하,F,160.8,63.6
14,하,M,164.2,47.1
30,중,M,174.0,66.0
14,하,M,171.0,62.1
14,중,M,170.0,68.7
14,하,M,131.7,32.1
14,하,M,139.3,37.6
14,하,M,163.5,45.5
14,하,M,169.2,50.8
14,하,M,167.2,51.6
24,하,F,144.3,58.8
20,하,F,160.3,53.2
59,하,F,153.3,65.92
14,중,M,168.5,58.0
21,중,M,179.0,73.5
20,하,M,180.0,79.1
23,중,M,179.5,70.6
20,하,M,178.7,64.1
21,하,M,183.2,71.3
20,하,F,160.8,52.2
21,하,M,170.9,63.8
25,하,M,176.8,125.9
62,하,F,149.3,52.4
46,상,F,160.0,51.8
60,하,F,145.7,52.1
14,하,F,161.2,52.2
14,하,F,163.0,59.1
61,하,F,158.6,65.6
84,하,M,169.0,72.3
55,하,F,144.4,49.16
37,하,F,168.8,53.68
41,하,F,162.4,47.46
44,하,F,156.7,68.7
68,하,F,155.0,53.4
69,하,F,159.0,66.3
59,하,M,160.0,67.7
74,하,M,162.0,64.7
18,하,M,173.0,62.0
18,하,M,185.0,75.2
18,하,M,164.0,69.9
18,하,M,171.0,91.0
65,하,F,152.0,61.5
50,하,M,164.1,59.98
61,하,F,158.5,56.56
37,하,F,155.1,59.8
46,하,F,162.6,58.6
31,하,F,164.7,52.16
55,중,M,164.4,59.3
14,하,F,156.4,53.7
37,중,F,160.4,58.6
63,하,M,160.0,81.0
42,중,F,168.2,68.3
23,하,M,179.0,84.1
52,하,F,160.0,59.7
30,하,F,165.0,72.8
18,하,M,180.0,109.0
49,하,F,167.6,76.0
32,하,F,160.0,67.0
13,하,M,174.8,75.1
77,하,F,137.2,50.3
88,하,F,139.8,37.6
35,하,F,154.1,46.2
19,하,M,173.5,69.7
20,하,M,174.0,90.6
20,하,M,172.7,73.9
19,하,M,165.0,63.9
80,하,F,148.0,69.8
19,하,M,179.6,81.3
19,하,M,160.0,59.7
68,중,F,154.0,67.8
71,하,F,150.0,56.2
64,하,F,163.3,46.6
46,중,F,151.7,50.0
14,하,M,181.4,85.6
42,하,F,153.9,62.84
15,하,F,162.8,61.2
15,하,F,155.4,47.9
15,하,F,155.7,49.6
18,하,M,184.0,78.0
44,상,M,174.0,79.2
32,중,M,173.5,72.0
30,중,M,174.3,77.9
32,하,F,164.0,59.3
22,하,F,153.8,45.6
43,상,M,152.0,56.8
31,하,M,180.0,88.5
20,하,F,167.3,60.2
53,상,F,158.2,61.2
32,하,M,179.2,87.3
14,하,F,165.2,50.2
14,하,F,166.0,49.1
14,하,F,162.0,48.4
62,하,M,170.4,71.64
18,하,M,184.3,70.8
14,하,M,167.9,57.3
13,하,M,155.4,52.6
13,하,M,172.5,52.7
41,하,F,158.1,63.9
43,하,M,173.0,63.6
56,하,M,168.0,58.8
61,하,M,163.0,64.5
19,하,F,165.0,61.3
60,하,M,163.0,74.0
28,하,M,182.0,76.2
36,하,M,176.0,81.3
43,하,M,174.0,76.0
20,하,F,164.4,61.1
38,하,F,161.2,58.5
23,하,M,172.6,62.0
25,하,M,182.0,78.9
25,상,F,171.1,54.3
19,하,M,172.7,77.4
22,하,F,158.4,49.4
66,중,F,164.2,54.98
60,하,M,174.5,84.1
14,하,F,150.7,51.8
14,하,F,157.9,58.3
24,하,F,159.5,58.6
14,하,F,158.2,56.8
13,하,M,154.6,45.9
13,하,M,158.5,39.6
15,하,M,170.4,119.9
15,하,M,179.3,91.2
13,하,M,161.2,70.5
15,하,F,152.0,41.8
15,하,M,170.6,79.6
13,하,M,152.0,45.5
13,중,M,174.0,56.6
13,하,M,157.2,46.7
14,하,F,162.3,52.1
13,하,M,163.6,47.5
41,중,M,177.5,83.1
27,하,M,173.2,74.04
14,하,M,163.5,59.2
13,하,M,163.5,67.7
14,중,M,170.3,65.8
41,하,F,156.1,57.7
13,하,F,164.1,56.6
21,하,F,157.8,64.92
69,하,M,171.4,71.5
68,상,F,146.0,48.8
70,하,M,163.5,67.6
67,하,F,158.0,64.9
82,하,M,171.5,74.3
67,하,F,159.0,56.2
24,하,M,175.6,65.3
26,하,M,170.1,59.02
47,중,F,164.0,55.5
54,하,F,157.0,47.6
13,하,F,166.8,48.4
13,하,F,162.0,51.6
13,하,F,151.5,41.7
59,하,F,150.5,52.64
13,하,F,156.0,37.1
46,하,F,155.3,85.36
42,하,F,160.4,82.84
22,하,M,175.3,72.5
13,하,F,151.0,43.1
14,하,M,164.4,48.9
14,하,M,168.8,61.2
14,하,M,170.0,54.2
14,하,M,173.4,53.9
18,하,M,174.4,70.8
18,하,M,181.7,67.34
14,하,F,165.0,55.6
13,하,F,163.0,66.8
13,하,F,154.0,49.4
13,하,F,155.0,57.3
14,하,F,160.0,60.2
13,하,M,153.0,53.9
14,하,M,165.0,50.8
51,하,F,153.8,53.7
21,하,M,179.0,73.0
21,하,M,177.0,76.6
23,하,F,163.6,47.2
32,하,M,167.5,68.7
60,하,F,159.4,56.0
53,중,M,171.0,66.5
14,하,F,163.5,47.6
14,하,F,158.5,47.0
14,하,F,154.2,54.3
83,하,F,155.0,67.5
36,하,F,168.1,57.8
28,하,F,160.4,51.6
49,하,F,160.3,73.2
71,하,F,157.0,49.0
30,하,F,155.4,52.3
49,하,F,160.9,49.6
42,중,M,165.1,70.2
58,하,F,156.3,51.3
17,하,M,167.7,65.1
18,하,M,179.6,92.7
14,하,M,169.0,79.9
44,중,M,171.0,53.6
20,중,M,184.0,78.4
20,하,M,188.0,83.5
64,하,M,163.0,63.8
21,하,M,182.3,68.5
21,하,M,184.9,84.5
21,하,F,157.0,50.8
14,하,F,158.7,46.2
80,중,F,148.1,45.2
50,하,F,151.5,48.2
25,하,M,179.0,96.6
25,하,F,157.8,51.1
44,중,M,170.6,74.0
33,하,M,175.2,63.0
64,하,F,155.5,59.2
29,하,M,173.6,65.1
48,하,F,159.3,61.5
18,하,F,156.0,48.2
45,중,F,159.0,52.4
14,하,M,170.0,67.3
69,상,M,165.1,63.32
33,하,F,157.6,49.9
64,하,F,151.0,58.0
42,하,F,154.2,50.7
18,하,M,176.4,93.0
18,하,M,164.9,68.0
18,하,M,171.8,73.4
14,하,F,159.8,51.2
14,하,F,163.5,48.2
14,하,F,158.6,46.9
17,하,M,175.6,76.0
17,하,M,168.6,66.3
17,하,M,169.8,69.1
18,하,M,174.2,67.4
18,하,F,154.4,52.4
15,하,M,144.4,39.1
64,하,F,160.0,65.2
81,하,F,153.0,52.0
51,하,M,163.0,59.7
71,하,M,159.5,66.8
22,하,F,160.8,62.5
71,하,F,148.0,53.7
14,하,F,157.0,54.8
64,중,M,167.2,55.1
35,하,M,167.0,56.0
38,하,M,166.5,56.7
54,하,F,166.6,56.5
33,하,M,178.0,89.6
41,하,M,178.0,85.3
41,하,F,159.0,50.3
19,하,F,161.0,46.4
18,하,M,172.0,77.0
17,하,M,167.0,46.9
18,하,M,161.0,53.1
21,하,M,171.0,73.6
47,하,F,160.0,60.6
19,하,F,167.5,63.3
23,하,M,186.0,102.0
53,하,M,157.5,69.5
23,하,M,157.1,67.9
21,하,M,177.0,67.63
19,하,M,176.1,76.4
19,하,M,168.5,70.8
19,중,F,166.3,58.6
60,상,F,153.3,53.8
19,하,M,183.2,73.4
18,하,M,176.2,78.0
19,하,M,186.1,82.2
35,상,F,171.2,56.4
24,하,M,176.9,78.64
83,하,F,138.3,53.5
66,하,F,167.6,63.3
48,하,F,156.6,66.1
16,하,M,166.5,73.1
35,하,F,162.3,57.6
13,하,F,158.0,47.4
47,하,F,168.0,66.3
14,하,F,167.5,53.5
14,하,F,172.5,63.9
18,하,M,172.8,66.6
18,하,M,180.2,75.2
18,하,M,166.0,57.1
18,하,M,178.0,60.4
14,하,F,157.0,41.9
14,하,F,157.8,59.4
63,하,F,152.0,45.8
18,하,M,171.0,59.4
51,하,F,159.0,55.4
15,하,M,159.0,57.7
15,하,M,181.4,92.8
67,하,F,149.6,56.6
63,하,F,153.8,52.1
39,하,M,164.9,83.0
55,하,F,152.6,50.4
28,중,F,166.2,54.3
30,하,M,170.6,72.94
64,하,F,154.0,58.2
58,하,F,155.2,69.8
67,중,M,178.4,76.72
53,하,F,160.0,53.2
53,하,F,156.7,71.4
20,하,M,177.3,61.84
78,하,F,155.0,48.5
15,하,F,161.0,63.6
14,하,M,154.6,36.8
65,하,F,153.0,54.6
55,하,F,157.0,57.0
18,하,M,178.1,64.5
18,하,M,171.8,57.8
18,하,M,174.0,71.0
18,하,M,179.0,64.6
18,하,M,181.0,89.8
18,하,M,179.0,60.0
24,하,F,160.5,65.76
55,하,F,157.6,79.7
28,하,F,170.0,60.6
36,상,F,166.8,56.8
30,하,M,168.0,76.0
20,하,M,172.6,76.2
46,하,M,165.5,72.7
52,중,F,164.2,63.3
36,중,M,170.0,83.5
14,하,M,161.9,53.6
22,하,M,163.9,62.4
64,하,F,166.0,75.0
20,하,M,179.0,80.1
52,하,M,169.7,77.1
13,하,M,164.5,64.2
13,중,F,152.8,36.1
60,하,F,148.0,54.1
62,하,M,160.0,60.4
65,하,M,167.5,80.7
55,하,F,161.0,62.7
51,하,M,167.0,79.8
71,상,M,158.0,63.8
68,중,F,160.4,56.2
35,하,F,162.0,53.3
19,하,M,174.0,70.7
59,하,F,161.4,54.8
47,중,F,153.2,54.9
49,하,F,156.6,53.9
22,하,F,165.9,49.3
13,하,M,137.2,29.1
65,하,F,155.0,57.8
24,하,F,158.1,49.4
20,하,M,175.0,70.3
23,하,M,178.0,91.4
13,하,F,166.4,56.0
29,하,M,171.4,66.0
13,중,F,164.0,46.6
51,하,F,147.0,56.9
70,하,F,154.6,62.7
34,하,F,167.0,64.3
34,하,F,159.0,50.5
24,하,F,166.1,66.1
37,하,F,152.5,57.7
